Customer ID,City,State,Country,Zip Code,Latitude,Longitude,Lat Long,Population
9448-REEVD,Concord,California,United States,94520,38.013825,-122.039144,"38.013825, -122.039144",36186
3411-WLRSQ,Los Angeles,California,United States,90038,34.088017,-118.327168,"34.088017, -118.327168",32562
5131-PONJI,Upper Lake,California,United States,95485,39.220368,-122.907693,"39.220368, -122.907693",2344
3312-ZWLGF,Acton,California,United States,93510,34.501452,-118.207862,"34.501452, -118.207862",7831
4079-VTGLK,Riverside,California,United States,92501,33.994676,-117.372498,"33.994676, -117.372498",18999
7858-GTZSP,San Lucas,California,United States,93954,36.125529,-120.864443,"36.125529, -120.864443",521
2639-UGMAZ,Artesia,California,United States,90701,33.867593,-118.080637,"33.867593, -118.080637",16398
2750-BJLSB,Rancho Santa Fe,California,United States,92067,33.012751,-117.200617,"33.012751, -117.200617",7615
1732-FEKLD,Newport Beach,California,United States,92662,33.606336,-117.893042,"33.606336, -117.893042",3124
4659-NZRUF,Oakland,California,United States,94609,37.834341,-122.26437,"37.834341, -122.26437",21097
4013-GUXND,Lancaster,California,United States,93534,34.727529,-118.153098,"34.727529, -118.153098",35109
7668-XCFYV,Glendora,California,United States,91741,34.14649,-117.849815,"34.14649, -117.849815",24973
8651-ENBZX,Grizzly Flats,California,United States,95636,38.636102,-120.522149,"38.636102, -120.522149",659
6981-TDRFT,Soulsbyville,California,United States,95372,37.990574,-120.261821,"37.990574, -120.261821",1519
7765-LWVVH,Caspar,California,United States,95420,39.361283,-123.784599,"39.361283, -123.784599",333
7696-CFTAT,Diamond Bar,California,United States,91765,33.992416,-117.807874,"33.992416, -117.807874",46532
4611-ANLQC,Castro Valley,California,United States,94552,37.722727,-122.02157,"37.722727, -122.02157",13212
7129-CAKJW,Fresno,California,United States,93721,36.732694,-119.783786,"36.732694, -119.783786",6848
2397-BRLOM,San Rafael,California,United States,94901,37.972662,-122.491452,"37.972662, -122.491452",40239
3197-NNYNB,Jolon,California,United States,93928,35.930782,-121.189757,"35.930782, -121.189757",254
0139-IVFJG,Temecula,California,United States,92592,33.507255,-117.029473,"33.507255, -117.029473",46171
5167-GBFRE,Oakland,California,United States,94602,37.803883,-122.208417,"37.803883, -122.208417",28900
3070-DVEYC,Williams,California,United States,95987,39.117537,-122.284654,"39.117537, -122.284654",4579
0396-HUJBP,Gardena,California,United States,90247,33.890853,-118.297967,"33.890853, -118.297967",47758
0813-TAXXS,Alderpoint,California,United States,95511,40.166028,-123.584144,"40.166028, -123.584144",261
0811-GSDTP,Alameda,California,United States,94502,37.724817,-122.224363,"37.724817, -122.224363",13996
9522-BNTHX,Caliente,California,United States,93518,35.358953,-118.527064,"35.358953, -118.527064",1022
9242-TKFSV,Browns Valley,California,United States,95918,39.292334,-121.320597,"39.292334, -121.320597",1477
8993-PHFWD,Old Station,California,United States,96071,40.656287,-121.428965,"40.656287, -121.428965",182
6481-LXPWL,Palo Alto,California,United States,94306,37.416159,-122.131337,"37.416159, -122.131337",24492
0547-HURJB,Dixon,California,United States,95620,38.392821,-121.799917,"38.392821, -121.799917",18529
4361-BKAXE,Boulder Creek,California,United States,95006,37.171727,-122.142961,"37.171727, -122.142961",10520
5240-CAOYT,Oak View,California,United States,93022,34.404544,-119.302118,"34.404544, -119.302118",6503
3714-XPXBW,Santa Cruz,California,United States,95062,36.974575,-121.991149,"36.974575, -121.991149",36631
6599-CEBNN,San Diego,California,United States,92122,32.85723,-117.209774,"32.85723, -117.209780",34902
9488-FYQAU,Artesia,California,United States,90701,33.867593,-118.080637,"33.867593, -118.080637",16398
8914-RBTSB,Valley Village,California,United States,91607,34.165783,-118.399795,"34.165783, -118.399795",27453
1963-VAUKV,Kyburz,California,United States,95720,38.766036,-120.209673,"38.766036, -120.209673",183
7217-JYHOQ,Burbank,California,United States,91505,34.174215,-118.345928,"34.174215, -118.345928",29245
7657-DYEPJ,Los Angeles,California,United States,90024,34.066303,-118.435479,"34.066303, -118.435479",44150
9372-TXXPS,Burson,California,United States,95225,38.183918,-120.898817,"38.183918, -120.898817",27
1291-CUOCY,Yorkville,California,United States,95494,38.888351,-123.239647,"38.888351, -123.239647",335
1845-CSBRZ,Pomona,California,United States,91766,34.042286,-117.756106,"34.042286, -117.756106",69974
6647-ZEDXT,Santa Maria,California,United States,93455,34.818227,-120.418784,"34.818227, -120.418784",37364
9058-HRZSV,Baldwin Park,California,United States,91706,34.098275,-117.967399,"34.098275, -117.967399",76890
0988-AADSA,Forbestown,California,United States,95941,39.531028,-121.24807,"39.531028, -121.24807",452
8229-TNIQA,Pasadena,California,United States,91105,34.13946,-118.166649,"34.13946, -118.166649",10253
8050-WYBND,Whittier,California,United States,90606,33.976678,-118.065875,"33.976678, -118.065875",32148
9027-YFHQJ,San Francisco,California,United States,94112,37.720498,-122.443119,"37.720498, -122.443119",73117
6051-PTVNS,Bodfish,California,United States,93205,35.523991,-118.400432,"35.523991, -118.400432",1954
0621-CXBKL,Copperopolis,California,United States,95228,37.943954,-120.67108,"37.943954, -120.67108",2633
4374-YMUSQ,Lake Elsinore,California,United States,92530,33.655421,-117.391751,"33.655421, -117.391751",38519
5438-QMDDL,Campo Seco,California,United States,95226,38.233879,-120.861666,"38.233879, -120.861666",75
3096-IZETN,Lomita,California,United States,90717,33.794209,-118.317354,"33.794209, -118.317354",21065
8008-ESFLK,Capitola,California,United States,95010,36.977025,-121.952864,"36.977025, -121.952864",9673
5228-EXCET,San Diego,California,United States,92126,32.886925,-117.152162,"32.886925, -117.152162",74232
4397-FRLTA,Corona,California,United States,92883,33.762351,-117.488725,"33.762351, -117.488725",13188
6048-NJXHX,Apple Valley,California,United States,92308,34.424926,-117.184503,"34.424926, -117.184503",28819
5982-FPVQN,Camarillo,California,United States,93012,34.205504,-118.993111,"34.205504, -118.993111",24945
5232-NXPAY,Hilmar,California,United States,95324,37.394536,-120.890747,"37.394536, -120.890747",7177
5129-JLPIS,Los Angeles,California,United States,90016,34.028331,-118.354338,"34.028331, -118.354338",46984
9497-QCMMS,San Diego,California,United States,92117,32.825086,-117.199424,"32.825086, -117.199424",51213
4933-BSAIP,Northridge,California,United States,91324,34.238208,-118.55029,"34.238208, -118.55029",25751
4250-FDVOU,Woodland,California,United States,95695,38.71967,-121.862416,"38.71967, -121.862416",38547
2924-KHUVI,Orland,California,United States,95963,39.748037,-122.302169,"39.748037, -122.302169",13706
4800-CZMPC,Delano,California,United States,93215,35.772244,-119.209689,"35.772244, -119.209689",37280
3758-CKOQL,Valyermo,California,United States,93563,34.39583,-117.734568,"34.39583, -117.734568",413
5574-NXZIU,Los Alamos,California,United States,93440,34.758699,-120.275839,"34.758699, -120.275839",1328
0411-EZJZE,Stockton,California,United States,95215,37.946282,-121.139499,"37.946282, -121.139499",23789
2868-SNELZ,San Diego,California,United States,92122,32.85723,-117.209774,"32.85723, -117.209764",34902
3359-DSRKA,Scott Bar,California,United States,96085,41.737962,-123.07557,"41.737962, -123.07557",88
1972-XMUWV,Miramonte,California,United States,93641,36.696759,-119.024051,"36.696759, -119.024051",571
2746-DIJLO,Harbor City,California,United States,90710,33.798266,-118.300237,"33.798266, -118.300237",24660
6568-POCUI,Strawberry Valley,California,United States,95981,39.58458,-121.093256,"39.58458, -121.093256",101
7394-FKDNK,San Diego,California,United States,92126,32.886925,-117.152162,"32.886925, -117.152162",74232
9114-AAFQH,North Highlands,California,United States,95660,38.671295,-121.388251,"38.671295, -121.388251",32202
1099-GODLO,Berkeley,California,United States,94709,37.878554,-122.26609,"37.878554, -122.26609",10147
7826-VVKWT,San Diego,California,United States,92114,32.707892,-117.05512,"32.707892, -117.05512",66838
9445-SZLCH,Santa Clara,California,United States,95050,37.351214,-121.952417,"37.351214, -121.952417",36349
2481-SBOYW,San Bernardino,California,United States,92405,34.142747,-117.300864,"34.142747, -117.300864",24644
3251-YMVWZ,San Andreas,California,United States,95249,38.196497,-120.61689,"38.196497, -120.61689",3930
0319-QZTCO,Santa Rosa,California,United States,95401,38.460517,-122.790335,"38.460517, -122.790335",36125
7873-CVMAW,Van Nuys,California,United States,91405,34.202494,-118.448048,"34.202494, -118.448048",51348
9507-HSMMZ,Thousand Oaks,California,United States,91362,34.191842,-118.822796,"34.191842, -118.822796",33057
2974-GGUXS,Granite Bay,California,United States,95746,38.749466,-121.184196,"38.749466, -121.184196",20675
4702-IOQDC,Gustine,California,United States,95322,37.147198,-121.120161,"37.147198, -121.120161",7872
9191-MYQKX,Lynwood,California,United States,90262,33.923573,-118.200669,"33.923573, -118.200669",69850
5868-CZJDR,Linden,California,United States,95236,38.047746,-121.030499,"38.047746, -121.030499",3148
7325-ENZFI,Santa Cruz,California,United States,95064,37.007882,-122.065975,"37.007882, -122.065975",4563
3858-VOBET,San Diego,California,United States,92117,32.825086,-117.199424,"32.825086, -117.199424",51213
0988-JRWWP,Wilseyville,California,United States,95257,38.392686,-120.415951,"38.392686, -120.415951",435
0956-SYCWG,Agoura Hills,California,United States,91301,34.129058,-118.759788,"34.129058, -118.759788",25303
0840-DFEZH,Los Angeles,California,United States,90036,34.070291,-118.349191,"34.070291, -118.349191",32901
2979-SXESE,Berkeley,California,United States,94703,37.863843,-122.275684,"37.863843, -122.275684",19763
1496-GGSUK,Fulton,California,United States,95439,38.493888,-122.777141,"38.493888, -122.777141",476
3266-FTKHB,Beale Afb,California,United States,95903,39.125311,-121.392283,"39.125311, -121.392283",5654
8499-BRXTD,Kernville,California,United States,93238,35.852892,-118.397782,"35.852892, -118.397782",1873
5702-SKUOB,Fresno,California,United States,93722,36.78979,-119.929894,"36.78979, -119.929894",60889
5804-HYIEZ,Winterhaven,California,United States,92283,32.852947,-114.850784,"32.852947, -114.850784",3663
5482-VXSXJ,Tehama,California,United States,96090,40.021787,-122.127576,"40.021787, -122.127576",405
9137-UIYPG,Butte City,California,United States,95920,39.449794,-121.936372,"39.449794, -121.936372",303
8763-KIAFH,Whittier,California,United States,90603,33.945318,-117.992066,"33.945318, -117.992066",19109
6131-IUNXN,Huntington Beach,California,United States,92646,33.666301,-117.969501,"33.666301, -117.969501",56517
8063-RJYNF,Richmond,California,United States,94804,37.921034,-122.341798,"37.921034, -122.341798",39089
5146-CBVOE,San Francisco,California,United States,94134,37.721052,-122.413573,"37.721052, -122.413573",40137
0114-IGABW,Cambria,California,United States,93428,35.591387,-121.032256,"35.591387, -121.032256",6526
4452-QIIEB,Glendora,California,United States,91740,34.119363,-117.855059,"34.119363, -117.855059",25135
2885-HIJDH,Tecate,California,United States,91980,32.587557,-116.636816,"32.587557, -116.636816",91
3370-HXOPH,Mountain View,California,United States,94041,37.388349,-122.075299,"37.388349, -122.075299",13483
0508-OOLTO,Fort Irwin,California,United States,92310,35.349241,-116.770281,"35.349241, -116.770281",9465
5680-LQOGP,Twin Bridges,California,United States,95735,38.805481,-120.13287,"38.805481, -120.13287",25
3192-LNKRK,San Joaquin,California,United States,93660,36.600193,-120.153393,"36.600193, -120.153393",4318
2634-HCZGT,San Jose,California,United States,95126,37.327069,-121.916819,"37.327069, -121.916819",27023
5049-MUBWG,Carmel By The Sea,California,United States,93921,36.554618,-121.922239,"36.554618, -121.922239",2966
3538-WZPHD,San Francisco,California,United States,94127,37.736535,-122.45732,"37.736535, -122.45732",20643
4430-YHXGG,San Lorenzo,California,United States,94580,37.676249,-122.132415,"37.676249, -122.132415",26240
7207-RMRDB,Santa Barbara,California,United States,93110,34.437945,-119.77191,"34.437945, -119.77191",15757
2150-UWTFY,San Mateo,California,United States,94402,37.556634,-122.317723,"37.556634, -122.317723",23393
3090-QFUVD,Reedley,California,United States,93654,36.636638,-119.421842,"36.636638, -119.421842",25923
3978-YNKDD,Culver City,California,United States,90232,34.019323,-118.391902,"34.019323, -118.391902",15195
2181-UAESM,Angelus Oaks,California,United States,92305,34.1678,-116.86433,"34.1678, -116.86433",301
9725-SCPZG,South Lake Tahoe,California,United States,96150,38.911577,-120.106169,"38.911577, -120.106169",33038
9578-VRMNM,Summerland,California,United States,93067,34.420998,-119.60137,"34.420998, -119.60137",576
0562-FGDCR,Whitmore,California,United States,96096,40.637105,-121.906949,"40.637105, -121.906949",843
3913-FCUUW,Hanford,California,United States,93230,36.29223,-119.622676,"36.29223, -119.622676",53204
1936-CZAKF,Graton,California,United States,95444,38.434362,-122.86891,"38.434362, -122.86891",390
6496-JDSSB,Oak Park,California,United States,91377,34.19225,-118.776874,"34.19225, -118.776874",14814
7014-ZZXAW,Montclair,California,United States,91763,34.072121,-117.698319,"34.072121, -117.698319",34447
2927-QRRQV,Scott Bar,California,United States,96085,41.737962,-123.07557,"41.737962, -123.07557",88
5156-UMKOW,San Simeon,California,United States,93452,35.746484,-121.223355,"35.746484, -121.223355",471
5180-UCIIQ,Lucerne,California,United States,95458,39.141934,-122.770679,"39.141934, -122.770679",3002
2085-JVGAD,Ivanhoe,California,United States,93235,36.385818,-119.224243,"36.385818, -119.224243",4517
2758-RNWXS,Oceanside,California,United States,92054,33.351059,-117.420557,"33.351059, -117.420557",98239
1310-QRITU,Hinkley,California,United States,92347,34.983808,-117.239306,"34.983808, -117.239306",1933
5339-TJFEK,Santa Rosa,California,United States,95407,38.394091,-122.739814,"38.394091, -122.739814",30876
2484-DGXPZ,San Dimas,California,United States,91773,34.102119,-117.815532,"34.102119, -117.815532",33878
4316-XCSLJ,Palo Alto,California,United States,94301,37.444314,-122.149996,"37.444314, -122.149996",16198
0641-EVBOJ,Coarsegold,California,United States,93614,37.212191,-119.749323,"37.212191, -119.749323",9395
8966-KZXXA,Long Beach,California,United States,90807,33.830099,-118.182239,"33.830099, -118.182239",31556
5405-ZMYXQ,Los Angeles,California,United States,90019,34.049841,-118.33846,"34.049841, -118.33846",67520
3810-PJUHR,Morongo Valley,California,United States,92256,34.097863,-116.594561,"34.097863, -116.594561",3499
9053-JZFKV,Redway,California,United States,95560,40.142256,-123.852927,"40.142256, -123.852927",1851
5261-QSHQM,Temecula,California,United States,92592,33.507255,-117.029473,"33.507255, -117.029473",46171
4373-MAVJG,San Diego,California,United States,92117,32.825086,-117.199424,"32.825086, -117.199424",51213
3312-UUMZW,San Jose,California,United States,95117,37.311088,-121.961786,"37.311088, -121.961786",29914
2220-IAHLS,Modesto,California,United States,95356,37.716186,-121.025836,"37.716186, -121.025836",26055
2428-ZMCTB,Mountain View,California,United States,94040,37.380662,-122.086022,"37.380662, -122.086022",32143
5175-WLYXL,Fallbrook,California,United States,92028,33.362575,-117.299644,"33.362575, -117.299644",42239
6870-ZWMNX,Clements,California,United States,95227,38.227285,-121.02789,"38.227285, -121.02789",722
2984-TBYKU,Barstow,California,United States,92311,34.965648,-117.001509,"34.965648, -117.001509",31293
3223-DWFIO,Forks Of Salmon,California,United States,96031,41.232128,-123.194748,"41.232128, -123.194748",170
5753-QQWPW,Aliso Viejo,California,United States,92656,33.571259,-117.731917,"33.571259, -117.731917",41237
9337-SRRNI,Rio Oso,California,United States,95674,38.954144,-121.482536,"38.954144, -121.482536",947
8710-YGLWG,North Hills,California,United States,91343,34.238802,-118.482296,"34.238802, -118.482296",57017
0404-SWRVG,La Habra,California,United States,90631,33.940619,-117.9513,"33.940619, -117.9513",67354
3213-VVOLG,Sun City,California,United States,92585,33.739412,-117.173334,"33.739412, -117.173334",8692
6508-NJYRO,Carlsbad,California,United States,92009,33.098018,-117.258203,"33.098018, -117.258203",43161
9286-BHDQG,Thousand Oaks,California,United States,91362,34.191842,-118.822796,"34.191842, -118.822796",33057
0784-ZQJZX,Spreckels,California,United States,93962,36.624641,-121.647195,"36.624641, -121.647195",407
1661-CZBAU,Carlotta,California,United States,95528,40.497283,-123.93037,"40.497283, -123.93037",1072
4847-QNOKA,Modesto,California,United States,95355,37.672906,-120.946594,"37.672906, -120.946594",47613
5294-DMSFH,Torrance,California,United States,90503,33.840399,-118.353714,"33.840399, -118.353714",41979
9614-RMGHA,San Diego,California,United States,92117,32.825086,-117.199424,"32.825086, -117.199424",51213
5652-MSDEY,Sutter Creek,California,United States,95685,38.432145,-120.77069,"38.432145, -120.77069",4610
8869-LIHMK,King City,California,United States,93930,36.220761,-120.980777,"36.220761, -120.980777",14477
4304-XUMGI,Moreno Valley,California,United States,92557,33.970661,-117.255039,"33.970661, -117.255039",46214
7541-YLXCL,Pomona,California,United States,91767,34.083086,-117.737997,"34.083086, -117.737997",46626
8878-RYUKI,Long Beach,California,United States,90803,33.760458,-118.129725,"33.760458, -118.129725",31352
3373-DIUUN,Hinkley,California,United States,92347,34.983808,-117.239306,"34.983808, -117.239306",1933
9708-KFDBY,Oceanside,California,United States,92054,33.351059,-117.420557,"33.351059, -117.420557",98239
7931-PXHFC,Duarte,California,United States,91010,34.145695,-117.95982,"34.145695, -117.95982",27414
8898-KASCD,Biggs,California,United States,95917,39.457388,-121.818201,"39.457388, -121.818201",3169
8984-HPEMB,Lytle Creek,California,United States,92358,34.238162,-117.534306,"34.238162, -117.534306",1090
2777-PHDEI,Ahwahnee,California,United States,93601,37.375816,-119.739935,"37.375816, -119.739935",1968
3976-HXHCE,Belvedere Tiburon,California,United States,94920,37.885629,-122.46858,"37.885629, -122.46858",13065
8149-AIQCG,Redondo Beach,California,United States,90278,33.873395,-118.37019,"33.873395, -118.37019",37322
3148-BLQJT,Fallbrook,California,United States,92028,33.362575,-117.299644,"33.362575, -117.299644",42239
7601-DHFWZ,Simi Valley,California,United States,93063,34.296813,-118.685703,"34.296813, -118.685703",49027
4654-DLAMQ,Warner Springs,California,United States,92086,33.323705,-116.626907,"33.323705, -116.626907",1205
2928-HLDBA,Cypress,California,United States,90630,33.818477,-118.038307,"33.818477, -118.038307",47344
8232-CTLKO,Ocotillo,California,United States,92259,32.698964,-115.886656,"32.698964, -115.886656",471
4472-LVYGI,San Bernardino,California,United States,92408,34.084909,-117.258107,"34.084909, -117.258107",12149
1965-AKTSX,Byron,California,United States,94514,37.83323,-121.601461,"37.83323, -121.601461",10153
2070-FNEXE,Pasadena,California,United States,91107,34.159007,-118.087353,"34.159007, -118.087353",32369
1698-XFZCI,Artesia,California,United States,90701,33.867593,-118.080637,"33.867593, -118.080637",16398
0402-OAMEN,Spreckels,California,United States,93962,36.624641,-121.647195,"36.624641, -121.647195",407
0640-YJTPY,Smartville,California,United States,95977,39.176595,-121.291692,"39.176595, -121.291692",963
1866-OBPNR,Sacramento,California,United States,95833,38.619049,-121.517552,"38.619049, -121.517552",31422
3874-EQOEP,Long Beach,California,United States,90804,33.783047,-118.1486,"33.783047, -118.1486",43467
